ids,label
11 7 4 390 20 169 2 2916 13 166 1288 2954 2453 8053 7 1655 3 1462 15 4 686 251 1813 17 29,1
5055 3811 199 30 2 834 285 782 499 43 1 4812 111 1954 6 1 55 186 163 6 30 2 102 55 939,1
260 109 7545 1 9 192 96 2031 17 1 1 10 14 54 919 6 66 87 7545 59 30 9 27 205 115,1
29 291 151 1397 7328 9 2 6920 5 4 234 3105 15 35 1159 4630 36 1538 352 6 478 18 43 1691 400,1
10 219 11 16 18 2 89 58 4 119 122 4 289 577 10 138 109 8 457 52 218 232 10 68 111,1
5753 24 4 829 50 1333 487 37 37 112 281 529 250 1067 3 1 722 40 25 287 2652 9 493 8305 730,0
11 14 239 2 252 16 124 623 10 97 163 81 128 547 8 299 22 60 270 56 2836 8 13 39 11,0
2 16 217 22 99 78 56 371 2 288 436 7 17 2 276 37 8 13 4 182 663 1301 18 2 58,0
11 20 902 1171 2245 15 4 1104 2130 6650 9 1889 36 4053 4 4710 622 3591 38 3862 1 3906 6905 9 2,0
46 21 39 20 86 22 695 11 29 46 21 2715 204 41 184 41 856 95 21 229 597 48 13 1502 294,1
10 262 11 16 6 30 2535 212 38 2 75 141 53 695 2979 539 43 2669 8 13 64 4 174 224 371,1
10 268 1 6 30 2 116 415 5 161 12 47 215 45 5 2 1950 2000 3495 9 4 192 58 11 16,0
182 1337 6177 6 2 89 107 104 8 13 194 633 5 2 755 5 2 89 873 2 614 5 2 340 34,0
11 16 4620 21 80 189 146 2 107 933 620 8 300 6 75 144 8 1 3328 1818 1 6545 3 517 34,0
1652 36 47 124 77 4 341 5 2 213 208 41 60 47 4 2312 44 2 793 143 30 3030 34 11 208,0
1151 11 199 30 2 252 16 10 138 124 109 3 10 138 109 3851 905 3 24 5 11 704 2119 10 138,0
19 2 374 5 181 36 114 4 50 3420 3 912 63 12 7 4 5116 6 75 21 2502 368 832 1 7,1
519 9286 7 4 529 285 19 26 47 57 932 110 2 475 545 9 4 359 325 16 26 67 127 24 28,0
101 2 1 5 2 1 8 14 2446 12 4 1047 5186 18 1 59 30 480 6 81 100 128 3 11 156,1
11 7 29 5 148 104 12 18 865 292 42 1 17 69 266 44 8 7 198 1930 2549 1 334 6828 27,1
46 2 1 5 836 1 7 2 335 5 31 184 104 3 5 1008 1 431 11 1943 8041 20 7 2 3418,1
153 2132 6104 4501 175 17 11 2 1 5 31 5409 234 104 11 5549 4592 4845 7 4 953 1288 8415 31 5,1
2 985 298 7 4 145 5318 6 106 8 13 4 2033 422 20 139 21 106 42 18 2 1885 3484 5 8,1
5 148 774 132 159 1776 10 650 1045 17 1 13 2 63 3 2 225 680 68 1079 6 30 158 19 154,1
10 140 4 182 162 2484 162 196 6 391 2 1309 5 1 3 6537 15 33 71 1195 1 155 577 53 173,1
2 64 292 10 1217 11 263 7 82 8618 1 7 9 8 147 1255 666 55 7 2 1542 5 1868 1856 481,0
118 81 33 75 2 284 6 93 104 39 11 10 387 40 13 165 1764 44 11 20 633 5 2 152 25,0
1 6991 153 600 8044 13 2047 114 5 559 3 573 3 6278 1896 17 2 52 1425 1378 5 4 608 1 600,1
10 86 22 103 10 67 28 100 1034 9 132 19 232 10 81 1751 4 363 5 158 135 10 229 803 2,1
24 6 192 101 2197 1 314 2 8296 18 50 26 4996 5 12 311 3468 4287 3 90 118 50 349 3 193,0
11 7 35 319 20 2 1 135 71 70 222 8 14 83 2 198 2911 5 296 3 114 2 20 409 1172,1
2436 4 719 5180 7 270 9 2436 3 2 288 105 7 3512 4 1196 12 13 198 4 1196 36 2229 3 1242,1
10 160 22 39 11 20 32 31 89 5 31 10 86 22 121 137 19 294 132 553 12 1 1 1 1,0
204 543 383 3 1 1042 25 2 183 12 2 102 81 312 2 221 16 3 266 33 81 7 222 200 292,0
40 71 4 171 5 1195 13 892 882 98 33 71 191 3874 18 2 1361 9 2202 4 171 5 94 71 1890,1
10 219 11 16 32 4 1 3 92 2 116 16 10 28 109 9 4 1 58 10 441 8 595 3245 7,1
10 89 219 2052 2869 332 9 1 146 9 6594 9 2 431 10 426 6 66 8 82 10 211 449 2052 2869,1
11 16 7 1371 12 13 239 2 116 96 6 1751 8 8 13 1 224 5 126 117 12 21 80 111 30,0
29 5 2 237 84 3050 5 2 2720 10 14 708 155 162 2 89 58 10 219 11 16 3 8 13 211,1
9 4980 10 14 4 410 5 1571 155 162 61 786 68 42 194 2 352 883 1078 62 14 182 170 6 258,1
10 720 1513 2046 98 31 5 94 9 197 10 720 94 31 17 4 1716 89 5 31 33 25 687 257 3,0
50 24 84 119 184 20 17 4 316 6094 2196 24 6 30 1530 17 4 5524 16 34 2 172 399 41 2,1
1 316 4762 1 3 1 28 77 2 88 1054 6129 7645 18 1 1 232 2 1333 6044 89 936 4 1054 431,0
70 10 81 1 17 2 76 965 5539 1 7 74 74 128 94 1 41 100 5 2 76 104 12 71 1000,1
2 113 7 54 1137 19 3332 4 187 181 1662 260 6307 1969 1868 1856 1397 11 6 50 350 9 1 5 2,0
24 6 30 3932 15 2 560 1 5975 1326 1686 2210 3276 23 4 1513 3276 23 4 1095 7 359 325 902 57,0
501 5 2 2712 3725 7 4 67 78 16 2 876 14 145 50 19 2 443 2599 14 42 379 10 4470 2,0
10 114 2 208 108 5 2 2143 2370 1 15 1 25 54 1730 19 142 79 81 1948 31 99 2826 2 1107,1
57 784 1273 2579 14 4 1027 285 15 70 15 4 1027 1741 101 31 54 174 152 3021 51 75 4 130 42,0
9 3721 10 449 8 95 8 936 54 360 8 3279 12 357 25 6712 8 6511 411 992 2247 330 6 30 84,0
8 7 4 63 5 1 1967 79 38 2 445 5 3355 1064 2220 2 1 8 7 44 1716 3 1418 44 1621,1
11 7 1265 2512 38 4 153 36 15 192 77 2804 61 7693 60 154 92 54 1033 9 1820 6 4 171 5,1
53 10 89 1217 11 16 10 68 61 5532 44 8 60 154 2 179 14 182 1176 19 101 321 8 10 67,1
86 22 21 42 720 8 53 21 622 1 19 2 3076 409 21 4279 142 7 87 10 456 149 11 37 439,0
10 28 57 310 48 79 25 5167 44 10 219 11 16 4221 3 10 67 449 8 1769 283 175 2200 4 84,1
10 394 1048 18 799 4000 6 378 112 18 286 36 271 38 142 4 1027 234 8 13 4 791 6 69 137,0
10 739 22 109 11 16 9 155 2 237 58 10 120 10 14 67 1972 101 459 1 5 5974 13 32 61,0
180 327 10 14 1 3645 149 11 9 2 16 1715 3 1 38 4933 6 4933 501 1768 827 1802 265 6 185,1
2245 14 84 4 1251 3121 19 108 1251 966 408 1537 53 2 1059 566 65 2351 9 2 89 1 9 61 673,0
2 1 2 434 2 128 2 20 5 788 7632 11 119 1531 14 1395 6495 15 4 206 669 92 750 9 6448,1
10 229 30 1382 10 1785 720 104 39 11 1 19 40 7 42 139 44 11 29 12 42 3874 69 9 3,1
7309 7 24 15 158 15 10 195 8 59 2709 30 19 101 49 5 2 812 10 342 10 262 8 6 30,1
101 2 602 869 40 13 4 320 256 18 44 4 819 4 819 5 165 95 4 245 6125 56 3 300 4,0
101 110 5230 2482 34 454 5639 13 240 15 4 1 9 2 1 5 1 62 10 949 157 157 592 2 1701,0
11 20 199 28 77 2 89 4089 1179 19 11 248 1104 69 6 324 53 10 219 11 360 16 10 468 4,0
11 7 142 4 84 16 6 106 3 31 2 152 269 295 4 84 20 62 59 30 516 34 294 8 7,1
10 739 22 449 108 241 273 1192 3927 19 12 1825 115 7 84 111 321 8 312 8 13 89 485 531 4,1
10 103 2 417 5 2 16 4014 8 70 46 21 25 257 18 4 636 23 2558 7911 3 27 161 21 229,1
53 10 219 12 821 5806 1154 11 16 2 1286 8398 98 10 195 8 14 99 2421 19 119 120 10 121 12,0
8 13 1165 6 93 4 20 444 23 142 4 267 15 2 1177 1 34 1117 140 1 810 2447 7 4 84,0
2 289 7 1 2197 1 595 1401 156 22 39 79 40 13 64 29 424 26 13 194 3 26 13 1171 1,1
1301 1692 10 194 11 9420 1 23 263 32 1270 3721 10 68 1 6 66 8 3 14 34 57 798 657 2,1
1 356 113 19 4 1 254 184 16 18 352 16 981 67 573 9 2 340 176 11 16 1566 12 21 51,1
283 4 289 9 848 2234 1927 59 201 96 6 170 2331 629 5088 9 848 42 44 2 58 382 646 10 477,1
10 1564 11 16 2 76 311 82 1071 61 967 41 547 68 124 109 8 60 154 72 68 566 38 4 6992,0
10 262 11 16 598 2 7083 23 76 1054 98 5 12 58 71 49 5 2 1669 10 28 109 9 11 440,1
3698 6 2 954 5 11 20 18 1900 4 8776 1827 434 2 2271 105 943 7 1 5 4 7139 3 70 1,1
40 7 57 96 6 269 85 642 42 87 78 87 1 1 3 1 133 4091 1681 104 67 25 21 28 6,0
1038 2303 1 841 6 81 4 2880 2462 5 7104 1862 13 117 6 141 336 17 43 205 1216 17 332 15 787,0
48 7 1451 2175 39 8 7 327 84 3 984 549 44 235 5 1153 2618 3 87 320 79 9 12 654 71,1
51 22 75 74 1 73 1 11 839 448 20 68 61 482 1 472 2 1409 7 448 3 80 75 21 9,1
12 16 136 1055 2969 14 1058 422 44 303 35 518 85 30 613 10 646 6 28 347 6083 2075 19 477 48,0
10 140 736 19 10 42 1151 580 66 137 244 59 163 39 11 8 13 2353 3 145 1 25 165 39 33,0
32 2 129 5 2 20 10 42 1673 547 7 8 2 419 16 10 28 124 109 41 7 8 2 419 16,0
406 1156 10 449 2135 3 38 95 23 1761 13 77 9 4 1 6395 11 7 44 2 1 72 75 8 304,0
450 902 5 11 20 1197 1256 8 2 447 7 246 1 3 29 2937 48 84 1 28 77 3985 9 447 1,1
10 68 2 1 5 6571 4 1 4755 18 11 11 7 29 5 2 1669 692 98 124 2 113 7 831 4219,1
578 10 219 11 9 2 2202 53 8 372 45 3 10 86 22 121 137 10 739 22 109 8 232 19 10,1
305 1093 2171 3 471 15 3242 2 3919 5 11 20 50 209 19 17 108 3456 1 3456 1 7 52 73 2,0
10 67 516 11 10 194 8 531 8 14 168 6 30 4 636 19 8 1947 396 15 4 50 415 5 3262,1
440 5 234 1859 9384 35 1709 3 4 4060 1 1 375 2541 5084 3 200 784 76 98 10 230 24 480 6,0
11 16 1717 2 572 45 5 69 18 57 50 292 2 3518 210 14 70 414 19 76 73 12 92 4 611,0
1 1333 2512 62 752 2035 192 32 938 224 155 577 4 740 5 1 36 1470 9 2 1 5 4 2357 71,0
11 7 29 5 4 54 174 98 17 1311 112 390 63 345 3 2591 6 106 8 7 44 1315 9 117 8,1
765 3376 5 1762 895 24 64 38 1 7026 19 83 2 89 107 104 9 2 208 18 470 2 1 527 14,0
1670 125 3 119 410 71 2 2499 1341 5 2 107 5740 5679 12 71 3488 9 8394 622 23 1 3 1 87,1
398 1091 4042 13 237 84 20 11 2847 85 2 4405 9872 7 1 128 73 100 4042 20 12 47 1623 8 154,1
53 10 14 54 187 61 400 68 4 208 5 671 8090 3760 1 1 2657 23 2005 3 10 297 94 31 450,1
11 119 1 7 2961 64 82 8 7 2 252 20 6954 3 6520 124 91 8 7 2139 9 173 96 1 210,0
8 13 4 337 16 38 600 1864 17 42 707 224 19 8 194 31 2 1 3919 8 13 1396 448 1 3518,1
16 9373 398 134 84 98 202 28 331 864 135 6 30 1091 367 84 3552 1562 156 22 28 287 8 47 1521,1
642 580 1751 87 1 4073 3 3385 11 9804 2765 5 4 208 7 8 4454 23 331 183 317 1816 1678 1609 1158,0
10 86 22 121 46 10 140 42 923 19 10 1644 516 11 20 989 6 3627 34 2 2451 7 5 259 2,1
10 720 104 44 2214 10 477 2 1943 1 347 2214 20 7 4 228 1222 18 69 6 6979 82 8 1101 2,1
463 574 36 2102 8 13 4 608 115 8 47 57 114 18 8 13 302 8 1 6 3112 241 807 1397 165,0
29 5 2 88 351 98 10 138 124 68 6 828 144 8 13 343 4597 42 4 6043 1 5 4 16 21,0
11 16 14 648 38 2 378 278 69 584 21 31 58 38 149 11 16 4 247 36 6399 5782 1 6 2,0
149 600 1 7 4 74 128 96 5 377 126 3000 2101 12 168 6 2710 382 462 4 225 12 32 218 7,1
10 1637 929 4 1658 711 18 11 2027 19 11 58 456 1 6 311 1 7 200 784 29 5 2 1 104,0
11 14 163 61 498 208 5 4323 4363 53 10 14 1112 10 195 253 429 68 52 5 35 1277 6 8 3,1
11 20 300 21 6 164 58 53 40 14 4 279 1024 6 2984 117 72 75 35 310 87 2246 68 6 760,1
132 25 2 4262 1 2893 2 4650 2232 3593 1911 1 3 1 5 4372 1808 2 403 718 454 403 9798 7437 3,0
406 831 1156 11 29 47 8 31 1036 50 527 135 573 204 3626 512 8 83 408 2 390 1 1 15 6578,1
2 64 2495 5 1 1 10 138 77 480 6 167 14 4145 10 212 416 22 106 8 62 7 4 875 15,1
327 269 11 98 7 200 100 2238 1711 42 185 61 639 18 8 3 584 637 2 58 8 7 4 611 5424,0
249 6 75 9 1096 17 11 243 5 510 232 40 7 406 57 7288 9113 5 60 1 292 18 149 8 278,0
18 148 36 25 99 187 6 121 11 41 18 148 36 28 1534 2 890 1090 426 212 177 2 1 34 2,0
1 9392 7 24 61 498 1097 3301 658 19 8 47 92 6498 11 16 156 22 8 47 49 5 2 172 105,0
9179 1 7 2 2072 5 2 356 2772 685 354 4516 3 23 2 221 2 20 7 173 726 50 210 34 1,1
48 91 2 679 1836 161 37 70 14 2 647 203 6275 7977 3 5414 9433 9 11 9603 517 34 1 36 83,0
48 1 1 120 9 235 11 20 499 59 111 30 3129 175 235 4 1645 63 17 1 1796 60 46 33 25,1
10 1154 11 4 331 2 3764 14 15 78 15 10 28 109 2 113 9590 10 140 24 248 62 2307 2 16,0
4189 1724 408 15 3168 1 49 243 5 4 1 36 6685 18 4 315 432 62 2362 110 8633 34 4 532 5,0
10 121 12 37 108 812 23 821 25 1475 17 2004 355 1 4 20 6 2 1 41 1 9555 8 6 1200,0
53 21 342 2 2493 5 11 20 21 236 215 6 103 12 11 7 139 5 35 1057 20 3 9 49 801,1
11 322 5 2248 9 5970 7 367 213 3044 538 1589 2899 811 3 685 206 11 20 7 412 4 688 228 5,1
10 1 6 66 2 20 32 2 1184 1 20 1410 82 8 68 77 6471 6 2 5741 20 1410 13 1 3176,0
11 16 47 84 393 831 2081 3 866 383 135 17 4 305 247 8 1 32 2 129 15 2 63 1258 75,1
101 149 2 16 4 174 218 10 262 37 108 1294 2505 3 1332 758 2 401 1 1 2 3479 47 430 29,1
10 28 67 516 450 98 34 1186 1 6327 3 846 10 207 39 11 16 4 171 52 73 10 120 2 1183,0
10 297 11 337 395 577 23 2 6889 20 1410 4518 3 10 202 134 8 7 406 5968 10 846 8 6 30,1
21 81 916 12 21 138 77 149 2 2545 172 115 18 2401 155 198 10 97 380 2 2517 3908 5 321 4284,0
594 1034 10 1007 297 11 16 17 61 1603 289 162 503 3 14 3448 6 66 12 26 1468 9 2 198 1330,1
46 10 97 201 11 16 348 73 4 317 10 59 428 81 12 10 68 342 4 711 5 11 20 9 2,0
10 28 109 31 2 104 517 34 583 6005 3 2574 27 114 5 2 275 79 3 2 1419 9 4 1935 1188,1
11 20 5857 61 673 5 5805 2839 136 2839 7 5 259 116 561 18 27 1 1 3 1 6 1392 9 4,1
11 7 61 1934 2387 2112 16 8 47 4 54 3062 1 6981 34 35 3518 210 574 5 2860 1645 9225 10 103,1
10 140 428 1198 12 4 20 14 91 44 3449 1 13 479 117 63 541 15 8 120 312 2 2650 2665 966,1
11 2555 42 2433 10 297 6159 2253 309 62 14 54 50 101 12 10 297 11 20 10 28 376 21 8 7,0
39 37 108 76 2004 23 132 61 1811 5 11 115 25 9341 2212 9 197 37 4107 25 301 1 1811 12 10,1
2581 1 4320 2386 2 1389 492 5 2 1562 1 1200 12 86 22 1017 74 1562 3673 136 1282 895 23 4119 1667,1
699 1301 108 79 555 69 12 1248 5 2 4738 14 1651 2467 13 252 16 3 971 38 12 74 6983 73 2,1
950 1191 3479 7 8358 419 73 142 8786 15 1 605 631 3 958 3080 3 148 98 25 379 554 153 329 3020,0
101 1 2663 3 2 448 473 5 2 1 3 2028 3389 1 48 2 178 871 14 4 50 162 3214 4550 282,0
1474 6218 1072 4 678 3859 5810 44 2 1088 1 2595 26 1 2 20 765 2075 1 6 376 2 1 63 959,1
10 297 11 20 17 4 532 5 349 32 2 3725 8988 2007 20 1410 3 57 29 68 4 50 639 18 8,0
2 1695 5 2 2 237 2520 47 1522 17 69 232 10 219 8 9 7458 53 10 14 1777 8 7 4 16,1
8 13 4 875 2600 1 3388 2506 5369 8117 105 68 8 13 20 2133 9 11 469 1 2733 206 11 20 1610,0
10 391 149 11 20 15 4 526 3 10 14 9 611 4291 5 8 10 416 22 185 61 501 5 2 684,1
10 268 40 25 107 2449 6 2 63 89 8 13 2 178 1 621 1305 9 35 606 1 1363 1 2 8987,1
11 16 460 1988 86 22 60 802 8 21 229 720 8 2 113 160 22 93 290 2 102 1988 3 137 14,0
10 140 496 11 766 155 101 2 463 429 14 3146 3 10 230 131 1 38 2 1646 1 47 68 23 69,1
11 16 7 37 122 2 338 15 6 30 4 9849 206 4949 5 6935 25 1858 183 6968 18 57 50 292 84,0
435 3287 1803 11 16 8 14 514 10 230 4 643 341 5 184 98 3 88 5 2 58 184 98 76 79,0
212 173 113 1549 9 11 16 7 4699 3 3688 8 2707 57 1 5 4 1918 381 63 344 3 732 8 7,0
2 425 9 2 417 5 11 711 25 2 89 425 9 11 20 13 794 612 4 1742 5474 1859 5 2 9,0
361 11 20 13 1092 812 10 14 1030 139 367 2882 8 428 539 70 17 1912 3 2634 401 3 4 483 179,0
11 7 2 243 5 16 12 79 5 4 763 565 80 134 5 10 160 22 103 33 91 98 39 12 1547,1
10 14 1030 1493 6 500 6 30 35 1143 316 1100 20 1422 308 8 13 194 107 50 204 270 1200 29 32,0
48 7 8 7 4 9854 7099 5 1132 8559 1 1 4296 4368 1 3 9745 2525 210 759 405 1 34 100 440,0
1025 6 2 2696 14 29 5 2 89 1852 5816 12 10 68 336 17 541 6 848 3 9629 10 131 28 4107,1
11 115 68 4 2470 378 15 440 5 2 1904 5 1 1603 19 47 1415 85 4 2107 2410 5 22 4 163,0
132 13 4 70 91 296 63 1814 318 3 70 891 2 2370 5 2 985 3 1008 1 5 3238 855 1 7,1
61 326 7 4 1528 3 55 7 54 1067 17 2 63 260 342 8 6 450 5 43 4351 8 111 2667 31,1
10 772 6 30 2260 3 827 2686 19 262 547 9 4 6208 39 1167 10 660 10 59 28 809 61 4859 3,0
1 7 34 238 2 116 8190 13 185 23 3094 10 28 124 109 10 160 22 2188 56 17 3094 19 10 138,1
10 426 6 141 66 11 32 2 7167 1715 9 1 435 3 10 720 61 117 147 1489 4852 59 28 77 4,0
8 13 4 305 20 2 135 25 70 1 1648 1 13 3789 25 67 70 414 3 3578 2 3989 3 2319 12,1
11 14 764 19 67 4 228 1337 82 10 846 52 878 1074 2 793 3 2 475 285 904 3424 8 143 28,0
11 7 34 238 2 88 1092 16 10 28 109 9 4 192 58 2 152 508 390 4812 5 2 102 9 2,1
10 268 12 11 7 4 482 1 20 810 1 517 2 338 1 20 2298 68 222 4 84 298 918 11 20,1
10 28 6 1045 17 2 76 107 774 10 4340 122 4 3320 6 66 11 84 170 115 4 754 68 77 1,0
86 22 75 69 346 10 4798 11 16 59 30 360 10 1151 120 10 508 8 35 950 359 1265 6 900 2,0
124 232 5557 1 47 77 235 84 384 1481 142 15 1118 3379 3 1 88 1013 59 75 4 228 351 101 813,1
11 212 1697 1531 14 444 23 4 679 3638 62 273 3 10 387 12 15 4 6590 7944 867 7 110 1 34,1
10 68 6 8455 18 821 42 6 1192 4 965 23 42 87 370 11 16 7 61 3398 3 4 1883 5 2948,0
1273 1 13 8606 7 4 37 37 1929 1 337 62 9027 6 3177 2 3378 5 2 1 9 5007 1380 3619 38,0
2 725 63 7 4 1 5364 5 2 3560 3 940 5 848 32 29 651 4 552 1185 144 2 1 8 13,1
10 441 11 16 10 140 2222 3 657 12 8 111 91 8 6 2 2202 173 63 14 128 73 2 237 74,1
48 4 643 2765 5 9106 318 23 384 67 1890 7113 24 3693 2765 5 1199 8 7 200 4 784 2 7582 151,0
24 64 14 11 20 1 19 8 551 69 146 177 1695 2354 17 92 291 6 117 447 1346 133 71 2 183,1
136 24 15 1285 3 96 45 15 49 5 1 5672 13 309 104 11 7 4 54 50 790 434 2 1137 63,1
70 118 6 378 132 1 2386 69 17 4 228 5 4 7431 68 11 20 215 45 5 2766 9 134 6549 77,0
10 195 1 2821 2 88 351 3 6608 2853 276 9 16 471 19 5 259 10 14 346 10 68 57 1 12,0
10 219 11 16 9 92 205 58 823 53 260 4 905 45 5 1 24 64 2307 126 117 19 1 126 502,0
10 14 1 15 70 132 10 14 1030 31 2791 5 125 1719 1 3 48 2 572 81 21 75 35 518 3,0
24 110 2 227 228 1067 17 2 102 38 2 713 267 208 10 846 11 20 6 1595 5387 2 1137 4758 69,1
799 8938 14 1493 6 282 1739 1 17 425 39 454 1211 21 1495 22 1017 61 326 39 12 3 10 555 21,1
101 2 964 5 2 340 1 810 3752 3 1171 9366 841 12 1 143 28 4 884 1271 11 58 308 5 1,1
2337 11 2 76 311 23 1949 23 4038 3 195 11 7 2 521 5 16 12 236 28 2677 5351 1 3 1,1
1 7 270 9 3201 3718 5088 9 2 730 742 118 7211 1930 5103 1040 1261 86 2 2660 2128 3273 8663 583 1,0
10 556 6 28 342 31 5 1 1 13 581 607 7295 10 297 2 1 20 3 8 14 4 191 9804 2765,1
10 269 11 16 23 24 1030 74 76 73 4 481 16 573 2838 2468 10 14 1305 17 4 54 70 91 20,1
11 7 29 5 2 252 104 10 138 124 109 86 22 106 8 60 46 126 117 6377 23 8 11 3267 3,0
10 219 11 23 892 882 3 9 7705 10 140 24 248 87 10 163 1320 6 106 8 31 2 96 144 11,0
10 508 11 331 408 45 5 4 594 157 82 2 570 25 827 1037 3 314 5572 3 82 5 2 6832 135,0
107 3466 978 9 4 1 1967 581 1202 15 3319 6 12 76 510 38 122 2 7476 87 97 10 5170 61 326,1
10 42 262 2 821 3 8742 11 20 3 10 14 1746 212 6 1613 34 2 774 5 31 2 79 36 219,1
1301 4941 1818 1 1 356 23 20 44 4 114 2178 187 125 36 13 4884 1386 3 9983 34 2 3049 5 27,1
137 2 603 7 11 16 1154 37 359 10 138 109 11 16 122 2474 218 10 121 173 345 6 11 16 8,1
219 8 32 2 7484 911 3 2235 20 2838 48 51 10 134 455 61 128 5260 10 449 8 19 8 467 6,0
3272 297 1571 1083 7198 457 45 5 157 9660 2392 5702 1337 685 38 4 105 943 9251 9 61 673 38 11 74,0
48 4 84 692 16 4 2025 50 433 3 1215 2073 3216 99 3 435 717 5 1 3 1275 1 4166 1085 5,1
10 1971 219 11 20 136 10 14 782 15 4 5569 404 685 1715 9 1431 1762 46 21 138 124 222 100 161,1
48 47 1 1 222 6 307 283 4 571 153 5 104 39 1 3 1 7 147 235 29 78 20 101 164,0
9 133 686 218 15 797 561 180 70 6 2 153 5 2 337 20 12 11 1008 1614 7 168 6 723 44,1
11 7 29 5 2 116 6814 98 10 28 124 109 2 153 120 319 161 40 7 84 365 3 2 152 25,1
1319 2 793 6 11 14 42 950 360 10 916 12 11 16 14 438 6 30 5 4 1714 523 19 131 60,0
10 5422 23 11 208 246 34 1664 101 303 35 429 10 14 3087 275 3584 14 4 448 688 208 17 2073 3842,1
11 16 743 2 63 5 2855 3231 2258 265 6 820 65 983 32 2 3388 170 808 316 382 18 3535 1856 1,1
264 11 20 1315 608 6 93 8 52 3360 3 422 515 1062 7 52 726 73 145 117 3 83 165 97 30,1
1 9190 216 4 171 5 748 18 2 849 3364 130 3 844 12 130 1012 31 2 1073 8 216 8 13 4,1
2 7204 2614 153 583 1 10 114 146 6 2 742 7933 1 2680 3 36 5322 2472 3860 57 874 915 101 12,0
72 66 32 2 445 5 119 7550 731 6 1962 7550 1 2 797 5 2 20 35 6423 1 41 32 227 12,1
8380 4124 155 162 7544 5869 293 4 171 39 768 241 499 1 1 7682 2742 2214 4 241 115 44 9285 1114 6636,1
2 2963 13 219 4 2265 3 767 5 48 72 28 215 6 121 15 1 104 2 2697 7 4 2890 6 243,1
973 47 77 414 44 1 13 2 333 5 1481 88 5 8 50 10 841 6 1 2 487 6 66 87 8,1
10 39 8218 6678 2 2388 10 39 8218 6678 2 282 929 10 39 8218 6678 2 5169 3 1741 19 10 1 8218,0
114 3 296 120 556 23 2 76 492 5 2 4305 9474 3 34 257 1 32 8 114 14 42 15 590 15,1
6 1751 11 20 15 1199 7 4916 32 227 6405 144 1199 51 30 35 6724 1 11 487 14 1071 6724 873 422,0
2528 64 6 8153 41 9244 100 563 1 1157 385 46 2 153 13 3472 68 77 18 2 488 6 3113 2 417,0
101 2283 2 7912 18 43 240 15 6226 2206 9 2 684 322 5 5773 3438 389 35 7912 2 990 289 18 3438,1
101 886 2 812 8 936 606 12 294 1 11 161 87 1276 351 435 87 44 2 50 6504 473 3 40 14,0
11 7 872 2 252 1 2786 1022 16 124 91 12 7 24 42 82 2 37 439 2214 1 7 339 19 82,0
10 230 4 191 341 5 2 213 267 3 11 6175 7 327 78 89 5 31 8 68 1050 6759 46 8 7,0
11 20 7 4 1458 415 12 80 2542 60 2 88 8791 488 12 7131 6327 7 29 5 2 2049 20 152 5,1
9148 2 179 10 1007 297 11 16 23 6439 1398 18 35 469 2574 1531 15 10 2842 108 104 38 2 974 13,0
70 40 13 4 174 183 44 11 16 294 143 66 8 21 66 2 3080 5 5034 39 21 138 111 109 8,0
798 185 56 3 342 62 7 5105 48 10 456 39 404 101 260 109 11 3009 20 3055 1 1 3 1 17,1
8 13 99 78 1 490 6 6276 2 608 5 1 13 3 9368 1759 13 1218 9 2 1900 5 2 63 3,1
10 28 4 334 1476 23 98 168 3 11 29 14 1243 6 8 625 1 6 30 2545 2 417 68 69 168,0
4 879 481 790 694 5 2 420 1195 2 63 7 1 2 102 1631 1 6367 3 1 2354 25 2 64 107,0
319 429 1234 2328 47 24 64 50 1309 34 3314 7612 18 27 967 19 83 273 26 127 28 4 482 3 51,1
2 221 6420 16 523 47 6 30 91 56 5 2 252 104 124 91 11 29 1554 4 171 5 1022 3682 4418,0
2 20 2058 9 4 1 692 332 13 1381 375 5 1 9 6370 1 3452 1 11 7 1 13 178 4 1,1
2 1079 16 1 270 312 2 5209 1064 1272 6 2302 17 191 399 152 39 4951 1211 2359 6823 3 108 405 40,0
70 10 230 37 1198 10 297 11 23 3855 308 5 2550 18 8 9 2 2202 41 384 1128 2 16 47 49,0
4373 1 47 2677 9 4 174 5 133 692 1029 523 2417 3 11 29 47 194 6 30 2 252 5 2 171,0
2 682 2455 80 1 30 4 964 9 1 118 2 728 19 1784 2 1851 5 1 270 883 1078 5904 2 20,0
10 89 219 2280 3056 53 8 14 607 9 1889 9 2783 10 441 8 95 3 260 42 1035 8 9 6921 2970,1
10 297 7309 107 2861 577 23 263 32 4 349 333 2 876 5 11 20 7 180 2470 668 320 3 1171 4878,0
29 874 137 89 123 2 876 7 24 158 41 1827 32 31 33 350 5959 2593 3 185 2 3234 6 1 1,0
668 4565 1538 17 35 1207 5 1 5142 12 51 64 30 1 34 110 318 17 1118 1 4359 17 1 87 13,0
10 207 30 249 7820 6 134 48 7 8 12 169 11 20 37 619 6 69 136 4 54 50 16 11 7,1
5546 3802 4 1603 155 162 410 47 674 17 27 786 3 1177 5363 82 5 284 1216 26 7 922 6 28 27,1
11 7 24 184 15 2 89 176 14 11 7 2640 653 3 2094 715 39 9 37 108 2310 2 204 539 198,0
39 9550 9 2 2729 1011 245 47 4 3840 5 107 418 3 4 245 9 1011 245 4329 1 1178 7 2 713,0
10 114 11 16 10 297 8 122 3 122 53 10 1564 8 38 6330 8 68 4 171 5 2238 3 1172 18,1
